headline,rating,text,would_recommend
ASUS ROG Strix,5,The programs I use run so much better with this laptop.  I us a lot of programs for work that it was dragging down the speed of uploads and downloads.  The ASUS ROG Strix makes it so much quicker that I can complete work at a faster rate than on a normal laptop.  Only issue was finding a laptop bag that fit it.,Yes
You can't go wrong with this gaming laptop,5,The graphics card is choice! 2 TB is a good amount of storage. It's a heavy laptop and the battery runs down quickly when gaming.,Yes
Great Laptop,5,"I got this as a desktop replacement, and it has more than handled everything i have thrown at it.  Build quality is excellent. Didnt really have much bloat on it, just Amory Crate and thats not to bad to use, could be better I guess.                                      I would have gotten the Stix Scar with a 5080 for the mini-led panel that I wish this had. As I could care less about all the extra RGB that isnt just keyboard.   Overall i am very happy with this thing. It is indeed a beast and worth the extra $400 over the 4080 version for future proofing alone.",Yes
Satisfied so far!,5,"I got this about 2 weeks ago and so far I have no issues or complaints. The cpu is extremely fast and my the gpu is a monster and my temps have stayed nice and cool. Only things I say could be better is 64GB of ram rather than 32. I could probably add another ram stick or two, but I’m not sure if it’s easily upgradable. The other thing I think could be better is if it had 4TB rather than 2TB but that’s not really an issue because I can easily add another 2TB or even more if needed.",Yes
Gaming laptop,5,"Excellent, runs everything well. Got it to play total war with some rad mods and it kills it.",Yes
Absolute machine,5,"I went in looking for a power house of a laptop that I would have no issues with, this laptop is just that. I play games on maxed out settings and runs everything better then smooth. It is pricey but more than worth the price in my opinion. 10/10 would do again.",Yes
Display & Overall Experience,5,"Wow. Just, wow. The ASUS ROG Strix SCAR 18 delivers an unparalleled laptop experience. The 18-inch display is absolutely stunning – vibrant colors, smooth refresh rates, and an incredible amount of screen real estate. Beyond the visuals, the raw power under the hood handles everything I throw at it with ease. It's an investment, but one that truly pays off in performance and immersion.",Yes
CRAZY GAMER,5,"The laptop arrived on time and in perfect condition. Performance is great, design is sleek, and packaging was very secure. I’m very satisfied and definitely recommend this seller",Yes
Works great!,5,"It's been only a few months, but so far the laptop has performed smoothly. I use design softwares like CAD and Sketchup and my son uses it for playing with Roblox, Scratch and any other game he finds on Steam, and no complains from him either.",Yes
Good product overall,5,"Screen quality is good, overall performance is excellent in my opinion, good for professional and gaming use. Definitely worth the investment.",Yes
ROG IS REALLY REPLUBIC OF GAMERS FOR SURE,5,"The Rog strix is an awesome pice of technology, it stands out above the rest with style and functionality i had a lenovo legion 7i and changed to asus and I dont regret it at all I love the lighting keyboards and the app armour crate is super helpful man. Just wish they would use an oled screen on it but thays it everything else is super",Yes
TERRIBLE CUSTOMER SERVICE.,1,"Laptop had a bad battery when I purchased it. I diagnosed it myself as I know about computers. Purchased as an open box and took it into best buy the following day to have them check it and replace the battery. They told me they wouldn't replace the battery and if I wanted the laptop I just spent close to $2,500 to work I needed to pay for it to be fixed. Understandably I got upset and left and bought a battery swapped it myself. WORKS LIKE A DREAM NOW! This review isn't a reflection of the product as the laptop is great! However best buys customer service is complete GARBAGE. If I hadn't disclosed the battery was bad and just returned it they would've taken it and given me my money back however I just wanted them to fix it as I wanted to keep it. Avoid the Best Buy in arden fair, CA the geek squad team there is horrible and 0 knowledge on electronics as well as the staff and management is horrible.",Yes
Excellent Computer!,5,"It is super fast, crystal clear picture with tons of storage. I was just going to use it for school, but it has so much room I loaded tons of games on it. It still handles it like they are nothing. I love this computer.",Yes
Heres to another 11 years,5,Amazing computer. This replaced my 11 year old Asus that was just starting to show its age and its just what I needed. Runs all my programs with ease and I can have several running at once with no issues.,Yes
10/10 Game Power,5,"Upgraded from a ROG Zephyrus to the Strix line and I am absolutely in awe of this laptop. Hit 200 FPS playing WoW, I can’t wait to test out other games. A little bit of a learning curve for the settings when you come from a separate line of ASUS.",Yes
Awesome beast of a laptop,5,"I love this laptop!
I bought it as a desktop replacement that can play games.
I LOVE the easy expansion ability that doesn't even need a screw driver.
I installed a drive benchmark tool and get 6000MB/s second on both drives and my TB5 external enclosure.
Next upgrade is a TS5plus dock with 10GBE to connect to my 10GBE NAS.",Yes
Asus gaming laptop,4,Great computer but dont expect to take it anywhere away from a plug outlet. About an hour on any game and it needs plugged in.,Yes
Great pc,5,"Hands down best gaming laptop ive had,fast ,powerful and looks great",Yes
Gaming Laptop,5,"OH MY GOODNESS!!!!!
One of the best laptops that I ever bought.
Anything can be done with this laptop. 
Outstanding product!!!!!",Yes
great laptop,5,excellant laptop  very happy and loving the speeds and features,Yes
Mostly happy with it.,4,"Seems like a pretty powerful rig. There are aome features I miss from my MSI gaming laptops, mostly ease of access stuff. But I maybe just need to get used to it.",Yes
Great Laptop,5,"Great laptop. Runs games very well at max settings.
Will not have to update hardware with these great specs for a very long time!",Yes
Great Laptop/Desktop Replacement.,4,It is an amazing laptop. I have love the Side vents and bottom vents for air intake. I just prefer the one with the Mini LED panel. Phenomenal performance not as bad with overheating because of how they did the ventilation.,Yes
The must have computer,5,Better than I had anticipated - the speed and ease of use is ten times what my old Asus displayed.,Yes
With every penny!,5,"Such an excellent gaming laptop. Plenty of power, many easy customizations—such as keyboard lighting and performance setting, and a solid feel with the aluminum chassis and perfectly designed keyboard. Quieter and more powerful than my previous Asus, love it.",Yes
ASUS - Rog does it again . *Update the BIOS*,5,"Great computer , will do everything anyone wants. Make sure you update the BOIS before doing anything .",Yes
"It’s good, but..",4,"Whenever I am about to play a game, a nvidis window pops up from right bottom corner, and laptop freezes for 4-5 seconds. Could not find a way to fix it. Honestly this is my first time using ASUS, I did not like that laptop is mostly plastic material. Makes it look like a low budget laptop. Maybe Scar series are better about. So If I had a chance I would buy some other laptop but can’t refund the laptop because I am leaving USA. I hope the warranty will be valid international.",No
Best State of the Art Gaming !and Video editing,5,"Great price for a 2025 state of the art laptop gaming and video editing with expansion  multiple Thunderbolt 5 ports. 3 x USB-A 3.2, 2 x USB-C 4. I own a 2025 Alienware 18 area 51, and I like this Asus better!",Yes
Great laptop,5,"Great performance on videogames, and movies , 240 hz awesome.",Yes
Great Product,5,"Pretty good value to performance laptop, feels good, plays flawlessly every triple A games",Yes
Everything I need and More!,5,First gaming laptop since 2010 and I have to say it is definitely worth it. Battery life is kinda eh but I use mine plugged in most of the time.,Yes
It’s a ROG STRIX BEAST,5,Absolutely a beast of a machine currently my daily gaming machine. Beautiful 18in screen and can handle any game at max settings that I have thrown at it so far. The quality of the laptop is definitely a premium device.,Yes
easy to upgrade runs fast,5,huge screen. it's a shame they don't make 18 inch oled panels,Yes
Very good laptop,5,Very astonishing product. Very large screen. Best tier graphic cars,Yes
Powerfull,4,I got rtx 5080 version and it can easily play on 1600p ultra settings with no stuters,Yes
perfect for my needs,5,love everything about it cant ask for better. fused alienwares over the years and this is the first asus,Yes
Best Gaming Laptop I've Had,5,"I absolutely love this laptop, it's so much better than my previous ASUS gaming laptop. I love the RGB lighting and I didn't know it would go full around the laptop as I had only seen online reviews and didn't see the laptop in person. It runs very smooth and provides me enough storage to do all the things I want. I love that you can also upgrade the storage. I'm still learning so much about the laptop and I don't regret the purchase at all!",Yes
Laptop,5,Overall great device crushes all AAA games. Display could only improve if oled.,Yes
Great laptop,5,It has been great for gaming.. no lagging and it’s very smooth!! I love it,Yes
Great laptop!,5,She's my girl! Anything i throw at her she ears it up flawlessly. Top tier high end laptop.,Yes
MONEY WELL SPENT,4,"I bought it as OPEN BOX it was like new ,

I really liked everything about it only problem is Optimus and gpu was disabling itself sometimes but i uninstall the and reinstall the drivers didnt happen for a while ,",Yes
New laptop with 5080,5,As advertised.  Works great and fast with new video card,Yes
Best laptop I’ve got,5,The Ultimate Gaming Laptop: Discover the Best Choice for an Unmatched Gaming Experience!,Yes
FAST laptop!,5,"I love this computer. If you want FAST, this is it!",Yes
Awesome laptop,5,"Love this Laptop. It's been very fast. can handle any game ive played on it,",Yes
Best Laptop,5,It's an Amazing machine! I would recommend it to everyone.,Yes
Excellent Gaming PC,5,Amazing PC works like a pro. Used it for month never seen any issues,Yes
Gaming Laptop for the win,5,"Absolutely love this.  Zero regrets. This is my first gaming laptop and I would reccomend it for anyone. I also travel for work and bring it with me. A little heavy, but not so bad that it is a problem.",Yes
A dream to use,5,"Excellent laptop, smooth operation, best bang for your buck",Yes
Very good,5,Asus has always been a great product. Way a good buy.0,Yes
ROG G18,5,"This laptop is pretty awesome to say the least, no problems running cod",Yes
Awesome Gaming Laptop,5,An excellent gaming laptop with 2 thunderbolt 5 ports.  I immediately upgraded the RAM from 32 to 64 gb.  Definitely would recommend the system.,Yes
Built well,5,"Runs my triple monitor setup great, rub is nice and build quality is somewhere between great and excellent. Not plastic junk like others out there.

There is plastic but in the right places.",Yes
Awesome,5,"Upgraded from the Legion S7, best idea I've ever had",Yes
Good,5,"Good laptop was recomended, still using it I’ll see the real perdona e in the falloging montes.",Yes
Great feechers,5,I love having it its very fun to play on the screen is so vibrant and bright the front display is perfect for asking a question if the teacher know about it,Yes
Amazing!!,5,"A absolute monster, amazing PC recommend it to every gamer.",Yes
Buy ASUS G815LW line; Avoid ASUS G814 line,5,"Fast, 1080p camera, 2TB storage, smoothly runs multiple streaming applications concurrently",Yes
Inconveniente,4,"The battery is the problem, it always doesn't last long.",Yes
ONE OF THE BEST LAPTOPS IVE TESTED,5,"amazing, strong and an all around beast for ANY TASK!",Yes
asus laptop,5,Its faster than my older laptop and love the bigger screen size.,Yes
Great high-end gaming laptop,5,Great laptop with lots of horsepower for modern games. Love the toolless case design. Made it very easy to upgrade my storage with an additional NVME SSD.,Yes
I love it,5,..................................................,Yes
Great Price and Specs but No HDR in Games?,3,This is an awesome computer with a very basic IPS display. The graphics card deserves a better screen.,No
Disappointing buy,3,"Fans kick in all time no matter gaming or just browsing, very hot and noisy. I think I am going to return it.",No
Beast,5,"Overall this is a great laptop. Has no problems with just about any game. Very quiet and stays relatively cool even without a cooling pad. Battery is fairly decent and of course lasts a lot longer depending on what you’re doing ie streaming, or gaming.",Yes
Beast pc,5,Really enjoying it. Plays games like a dream a max settings,Yes
Cannot recommend,5,"Good, but asus cheaped out on rgb lightning, only zoned backlight, no perkey lights.
In general I will buy another brand next time",No
Great laptop,4,Overall a great laptop. Love the new easy access to internals. But you are trading the pros for a realtively heavy laptop and its big.  With this much pricing you are paying it could have been an OLED panel and it would be the ultimate setup.,Yes
Meh,4,"I would say it is good, but unfortunately the unit I had would freeze and stutter during gaming. Could have been a defective unit, but besides that everything was phenomenal.",Yes
"Good, but...",4,"Good but too expensive for and ips display and all plasfic build. The other the Scar has mini led display, that i recommend",No
Excellent purchase Excellent service,5,"An excellent purchase, good attention and service from the store staff.",Yes
Tittle,5,Good price and good built quality. Good good good good,Yes
Very good machine .,5,The temperatures make it worth the purchase. The 5090 has gotten temperature  high temperatures but the 5080 is the sweet spot,Yes
Seems fine,4,Swems like a powerful system however like the defaint it has too much power for such an compact system constantly overheats without throttle stop.,Yes
New laptop!,5,"I am adjusting to Windows 11, the speed of the computer is great!",Yes
Expensive laptop but worth,4,"Pretty good laptop so far, will update as I spend more time with.",Yes
The best,5,Best machine. All personal on store very very friendly,Yes
You get what you pay for!,4,"You get exactly as advertised, strong high end machine. The plastic is a bit underwhelming, however, the laptop is a beast. Recommended if you don't care about OLED screens.",Yes
50/50,4,Not a bad laptop but it had a lot of issues with the bios and configuration sometimes the internet icon disappeared and come back,Yes
ASUS - ROG Strix G18 Review,5,"Fast, powerful. I run VR games as well. It has the RTX and storage requirements I needed.",Yes
Good value,5,So far so good! I would prefer a strix scar 18 though but best buy doesn't have it available right now. It's worth the price and I love the new design from ROG this year.,Yes
Multiple exchanges same issues,2,"Had to return this twice for the same issues horrible popping/crackling audio to the point i couldn't hear anything updated all drivers and looked for any solution just no fix available brought my first one back had to have another shipped in from out of state got it in and had the exact same issue again tryed all the fixes I could think of but ultimately Ihad to swap it out for a different brand all together. Very disappointed i actually really liked the way this one looked, loved the bigger size and the graphics and features.",No
Love the pad!,5,It's exactly what I was expecting. It's big but that's ok.,Yes
Graduation gift,5,Bought for sons graduation gift and had excellent customer service on choosing the best option for him.,Yes
Cheaply made,1,"I have to say I was excited to get this laptop. It has great specs and the screen looks good. At least according to what i read online but after I received it, i was disappointed because the build quality is bad. It is all made out of plastic for a laptop that is over $3000 i was expecting something else. I know it is 18” laptop amd its big and heavy but its not great.  Also the RGB lights started flickering after a few hours and the fan was working really hard and I suspected it was caused by overheating which was also disappointing. I ended up returning it and purchased HP Omen which has aluminum chassis and better build quality",No
Game,5,My son loves it and for the gaming he is really enjoying it,Yes
Abc,5,"Great gaming laptop, but a little bit hot for cpu when it goes max",Yes
Great laptop!,5,Have it connected to my 4k tv. Great gaming laptop!,Yes
Powerful laptop,5,"Great laptop internals, although the plastic exterior leaves much to be desired",Yes
Defective,3,"It stopped working suddenly, graphics card crashed on me",Yes
Beast minus portability,3,Good laptop as a desktop replacement but not portable enough. Just depends on your needs,Yes
Weak computer,2,"The computer doesn’t deliver the necessary performance. It freezes a lot, and even older games won’t run on max graphics.",No
"DO NOT BUY, IT'S A SCAM",1,"ASUS AND BESTBUY WERE IN CHARGE OF CREATING THE BIGGEST SCAM IN WHAT REFERS TO GAMING LAPTOPS. THEY PROMISE A LATEST GENERATION HARDWARE BUT IT IS A COMPUTER THAT SEEMS TO HAVE BEEN TESTED BY DOLPHINS, SINCE IT DOESN'T WORK, IT HAS THOUSANDS OF ERRORS AND THEY PRETEND TO BE IDIOTS BY PROHIBITING YOU FROM RETURNING THE PRODUCT. SCAMMERS AND THIEVES, THE VALUE OF THIS COMPUTER SHOULD NOT EXCEED 20 DOLLARS, SINCE THE ONLY THING THAT WORKS MORE OR LESS WELL ARE THE LED LIGHTS.",No
Bloatware caused countless problems,1,"The screen switching gpu tech was horrid, caused countless freezes for nearly 5-10 seconds a piece. After 3 days with the product and disabling and uninstalling more automatic ""performance features"" it felt okay..but the magic was lost. I was upset already. returned it. maybe it won't bother you and it will be awesome. For me it was a nightmare to have to uninstall and configure for 3 days to get it working ""fine""",No
Maximum PWNAGE!,5,"I am always impressed how Asus keeps raising the bar, over and over and over!  I've been a hug Asus fan for over a decade.  I use their motherboards (Strix and TUF), video cards, power supplies and even some peripherals.   When I need a laptop I've had a few other brands but always gravitate to Asus.  Vivobooks are an awesome value for business or school but gaming laptops always push boundaries.  I think my first gaming laptop was a G1 and everyone thought it was an AW.  Stylish and powerful.  What more do you need?

I've settled in on Strix and Zephyrus laptops as my workhorse... for both work and play.  The 16"" are luggable and great for work.  Not too heavy or bulky and fit most laptop bags.  The 18"" variants are more of a desktop replacement but even still, if determined, you can lug them just as easily but you need a spacious bag.  

The specs on this beast are amazing.   Cram the Intel Ultra 9 HX into the case along with 32GB of replaceable DDR5-5600 SODIMM memory, a nVidia GeForce RTX5080 (mobile chip) and yes... finally a 2TB SSD.  I was always stymied why manufacturers were stuffing 512GB or if lucky 1TB SSDs in a gaming laptop.  Storage is key for a high performance gaming system... a lot of the AAA games take up gobs of space so the 2TB is welcome!!!!  Even better is there is a spare NVME M.2  drive slot for an easy way to add to your storage.  Back on memory for a second, the growing trend of soldering in at least one stick of RAM onto the motherboard is horrible and Asus doesn't bend to that practice, keeping with replaceable SODIMM sticks.  

While my previous Zephyrus G16 go scorching hot in the space between the keyboard and screen.  That is not the case with this one.  Cooling has gotten much better... more heat pipes that move the generated heat easily out of the shell.  

Pairing the RTX5080 with the 240Hz IPS display at 3ms response time gives you the awe-factor you look for in gaming.  The 16:10 aspect ratio at 2560 x 1600 2.5K screen produces amazing clarity and 500 nits of brightness produces bright colors.  Along with all the other hardware produces amazing frame rates and of course that depends on what game you are playing.  

Lots of RGB but glad it doesn't have the annoying lit slash on the lid that last year's Zephyrus had.  Turned that off quickly!  The keyboard has programmable RGB and I really love the translucent WASD-RF-Space keys.  I use the numpad for work so the G18 gets me that with the extra real estate over the G16.

Plenty of I/O ports that make connectivity a breeze.  Left side you have power (rectangular connector instead of the usual barrel), ethernet, HDMI 2.1, USB-A 3.2, 2 Thunderbolt USB-Cs and headphone jack.  On the right there are 2 USB-A 3.2.  Wifi-7 provides the fast network connection needed when playing demanding games as long as your wifi system supports the faster speeds.  

Upgrading this system is a breeze.  Gone are the bazillion case screens... okay... maybe 12 that you have to not lose and them grab the guitar picks and pry the bottom off.  No sir, now it's a simple slide button on the bottom towards the front and once slid into the unlock position you slide the bottom forward and it's off.  I personally don't see the need to upgrade the memory but you can definitely add that second NVME drive.  For me... I tossed in a 4TB SSD and slid the bottom back on and the latch snapped to the locked position.

Sound from the speakers is okay, could use a bit more bass for my liking but still more than adequate and nothing really to complain about.

All in all bravo Asus.  A well designed and beastly equipped machine.",Yes
Asus..thumbs down...,1,To exspensive to be plastic and very buggy software i spent more time tweaking it than enjoying it. Asus no more for me.,No
Performance - by the pound!,5,"To reiterate the title - for every ounce of weight of this laptop (omg is it heavy), you will get top rated gaming performance.  I guess if you're into weighted blankets, you would want this on your lap while in use.  Other than that, some other downsides:

-You're going to want to plug this in unless you're gaming for only like an hour at a time
-Fan noise can get high
-Puts off some heat

I loaded up Elder Scrolls Oblivion Remastered from XBox GamePass as I heard it is a machine crippler - I don't think I've ever seen such a beautiful game delivered without any sort of performance hit in the least.  The visuals were great, though some may want to try to make the blacks 'blacker'.  Absolutely no tearing of any kind.  Sound was great for a laptop, though I'd suspect most gamers would be wielding headsets anyway.  In the same vain, the touchpad - which worked as expected - is not something I would ever use while gaming - it just seemed to take up more space than needed.  I hooked up an XBox game controller via Bluetooth without any issues.

Lots of hard drive space to fill up with games.

Lots of customization options with the built in Asus apps.  If you're into LEDs, there's loads of them.  I liked the treatment of them for the AWSD keys which are normally used for movement.  The one 'gimmick' I wasn't a huge fan of was the laser light show the laptop generated while sitting idle.  I just haven't taken the time to see if that was a thing I could disable.  Other than that, the laptop looks great in general.

Other highlights:
-Ethernet port
-Charging cord length was good, though the power brick - again - heavy/big.
-Tool-less entry was a little fiddly but once you get it, it is nice, though I don't know what I'd be doing inside this machine anytime soon",Yes
This is a gaming monster!,5,"To do this review, I had my gamer son assist me in testing the Asus ROG Strix G18 and I wrote the review based on our mutual thoughts on the computer. I would consider myself average to somewhat advanced gamer, but my son is next level and is pretty gifted at gaming (and humbles me quicker than I care to admit). So, this is an honest review from someone that was extremely impressed with this computer and logged a lot of RPG hours in doing this review. When I look for a gaming computer, I want something that can pull it's weight. With tech always getting bigger, better and faster, it often comes down to a few brands and Asus is always a brand to look at first. The Asus ROG Strix G18 is more than just a strong performer, it feels like it was legitimately made with gamers in mind. Like taking feedback from the field and applying those considerations. It incorporates the top hardware, an advanced cooling system, a superior display, and a top-quality build. For me as a gamer/reviewer this is the best gaming computer I personally have had the chance to review. In this review I will focus on the Processor, GPU, cooling system, the display and build quality. I will then tell you why I like it so much. You can then decide if it would be a good option for you. 

The heart of the G18 is the Intel Core i9-13980HX. The 24 core (not a typo) processor is among the most powerful processors on the market today. That includes 8 performance cores and 16 efficiency cores. Performance cores handle the demanding tasks and are faster, while the efficiency cores are just that, more efficient and handle the background tasks. For a gamer, this means more than simply high frame rates. It means you can multitask. Specifically, you can game, stream, record and/or browse with superior performance, without slowing your system down. I tested this playing a few different FPS games with the setting placed on high. I had various chrome tabs open, running OBS to stream and listening to some music. No stutters or any sort of delay what so ever, everything was smooth. Everything loaded quickly, background taskers were still responsive and demanding software runs smooth as silk. This kind of CPU performance is beneficial for gamers, as this core power makes sure your games never lag even with other programs running in the background. This computer will handle anything you throw at it. 

For any gaming computer, the graphics card is going to maximize the experience, and the NVIDIA GeForce RTX series in the G18 is a powerhouse. These are some of the fastest mobile GPUs available, and they effectively revolutionized the gaming laptop. I tested the G18 with the RTX 4080 model, and the performance was spectacular! Again the FPS's ran smoothly on the ultra settings and it was better than anything else I have owed or tested to date on a laptop.

If you prioritize frame rate, this GPU is for you. In the FPS games I tested, I was consistently pushing frame rates well over 200 FPS on the high settings, allowing me to enjoy that crisp 240Hz display. That smoothness can give you a competitive edge over others especially in the fast-moving FPS games where fractions of a second mean a lot. The RTX 40-series also supports something called hardware-accelerated ray tracing. This brings a more realistic look to the shadows, reflections and lighting. 

So for a machine running this hard all the time, ASUS apparently understood it needed any equally high performing cooling system. So they utilize a three-fan cooling system with Conductonaut Extreme liquid metal on the CPU. This set up allows the ROG Strix G18 to run cool under the stress load.  I stress-tested the system with long gaming sessions, and I was surprised at how well it held up. Even after several hours of playing Starfield on ultra settings, the chassis remained comfortable to the touch and the system didn’t throttle performance due to overheating.

For gamers, when a system gets too hot, it can affect the performance of your CPU or GPU to protect the hardware, which leads to lag and frame rate drops. With this advanced cooling system, the G18 delivers even performance when you are playing extended gaming sessions. The fans tend to kick in when needed, but they are extremely quiet and of zero distraction. ASUS also allows you to adjust performance and fan profiles using ""Armoury Crate,"" so you can go full send with the fans when you are gaming harder, or you can limit the fan use when you are doing lighter work. 
This laptop features a rather large 18"" display. The QHD+ (2560x1600) Nebula display with a 240Hz refresh rate. That combo is perfect for anything from competitive gaming to watching a movie. The high resolution provides sharper images as you would expect. What I also learned was that it allows you to use more of your screen than when you compare it to the standard 1080p, Of course the high refresh rate ensures smooth motion while viewing or playing. 

The color is another big plus. The panel supports 100% DCI-P3 color, making colors appear to me as more accurate. Blacks and shadows are deep and rich, and the highlights really stand out. When playing competitively, the combo of high frame rates and low latency creates a super responsive experience that can help improve gameplay. 

The ROG Strix G18 is a large and heavy laptop, but that is because it is loaded with high end components. It has sharp lines highlighted by lighting. The thing just feels substantial and durable, like you would expect a really gaming machine to be. The keyboard is comfortable with a substantially deep press and the keys light up in a manner that does not affect your visibility of the keys with a nice key response.

There are plenty of port options on the G18, with multiple USB-A and USB-C ports, HDMI 2.1, Ethernet, and a full-sized SD card slot. Again, another reason this laptop would be great for gamers and creators. The touchpad is large, and the large chassis leaves enough room for quality speakers that sound excellent.  This is not something that is designed to carry with you all the time, so its not exactly portable. But by far, this is the most portable laptop with the closest to desktop level performance that I have tried to date. But it is a bit heavy in that respect. Personally?  I will trade the weight for this level of performance. 

So I spent a lot of time with the G18, and I have to say it impresses me a lot. Gamers demand certain things, and this hits all the marks. The processing performance and excellent choice for a GPU and an extremely smooth and responsive display. You pay for these options for sure, and there are cheaper options out there. But this is definitely an instance where you get what you pay for. Pull the trigger on this one folks, you won't regret it. I HIGHLY recommend this laptop to anyone wanting a superior gaming computer in a more compact form. Or any influencer wanting the ultimate platform to create their content. You will be happy with your decision.",Yes
Near Perfect BEAST!!!!,4,"This is not the daily commuter,  student laptop, or just to Netflix and chill.    
This is for the hardcore gamer, developer, video editor, or designer (or all of the above). 
Perfect for those that are tight on space or need to move around. 

I have been around technology a long time, this is one of the most powerful laptops I have ever used.   While not the biggest, it is big compared to most laptops today, but it uses all of that space for good. 

This full 18"" monitor is GORGEOUS, detailed color, bright, just enough bezel to allow your eyes to stay focused on the screen for what ever you are doing.   

Sturdy and firm casing, you can feel it... this isn't flimsy, doesn't dip or tilt like some other large screen mobile devices.   

Full sized keyboard with number keypad... Great for a long list of reasons, a lot of laptops get rid of it... it's here and present. 

My first dislike, is the big oversized touchpad.    I am not a fan of touchpads, especially large ones, that then take a lot of space at the bottom of the deck.    Being a touch typist, for almost 40 years, it is a little awkward, but not crazy bad. There is just a lot of space.. .Bling it up with stickers :) 

RJ-45 hard line port, HDMI, and your standard USB assortment of ports.   

Now for my next negative... Power. 
The power brick is BIG!!! and heavy.  I get it, this big computer needs the power. 
However, it has a custom power connector to the computer on the side.   First would have loved it in the back, as the firm cord, jets out further to the left side, and then with its custom port.. can't readily get a replacement.     Seems to be compatible with USB-C charging, but haven't tried pushing it. 

Thunderbolt ports are going to be really nice, to connect to large monitors.   Only tried a single basic connection, worked great, was able to handle my wide screen, with no decline in image performance.    

It runs Windows out of the box, not going to review Windows, there are thousands of reviews out there.    However, I will say that it took about 2 hours to get it all setup, software and hardware updates, and ready to go.   

Once setup though, here comes the performance. 

From a gaming point of view, I put it through the most recent Forza, and connected a XBOX controller to play.     Racing and graphics was super smooth.  The 5080 graphic card, did its job.    The computer though didn't even seem like it was pushing itself.    Fans were minimal.    And the game play was great.   no issues at all. 

From a design point of view, I fired up Adobe Suite, and was able to do my normal Illustrator usage and editing.  The big screen was great, and I was able to send it over to my CNC machine and do its work.    I don't do a lot of video editing, but did try it out, and full size videos were playing with no hiccups.  Rendering some quick edits were fast, very little lag.     Uploads to YouTube were quick on my WiFi, that clocked at over 600mps, but I was far from my WiFi7 access point, so this was on WiFi6. 

Lastly I fired up Visual Studio, to do some sample compiles, and it was great. 
I typically code on my Mac, but now with this, I will be able to use this Unreal or Unity development, as my Mac is tapping out on that. 


This is going to be a laptop I can use for a long time. 
Outstanding piece of equipment, looking forward to more title releases in 2025 and 2026, that can tap into all its power. 

So to recap:  This really gets a 4.25 out of 5: 
Pros: 
- Big storage 
- Big Memory 
- Big Screen 
- Big Speed 
- Big Performance 

Con's 
- Custom and Large Power Brick 
- Big TouchPad and Big ""deck"" area",Yes
Do not buy overheating issues,1,DO NOT BUY! Stay away. Low performance and terrible thermals,No
What a beast of a gaming laptop,5,"The ASUS - ROG Strix G18 18"" 2.5K 240Hz Gaming Laptop - Intel Core Ultra 9 HX - 32GB RAM - NVIDIA GeForce RTX 5080 - 2TB SSD - Eclipse Gray is one beast of a laptop!

This ROG Strix G18 laptop comes well packaged as it should as the ROG Strix G18 is a heavy laptop indeed at just over 7lbs, as it needs to be with its stunning 18"" WQXGA and all the heat sink's inside to cool the system while in demand like playing games. 

The power supply brick that comes with the ROG Strix G18 is huge as it needs to be, especially plugged in during gameplay, that is required as this Asus laptop need the power to get you the best you can be visually and without lag.   The setup went extremely easy and quick.  The ROG Strix G18 comes with 3 months of pc game pass.  

The display is just a tad below OLED,  meaning  blacks are near perfect black.  Colors are stunning, watching movies are stunning with perfect visuals.  Playing games is just outstanding visually, also just perfect motion at playing games at 240htz.  The display is perfect at everything and stunning! 
Pictures look stunning, movies look stunning, games look stunning.  Viewing angles are great also.  I just love having an 18"" high end display built in, basically no need for anything bigger.

The sound this laptop produces is stunning for a laptop, certainly not high end sound system type (as expected) but certainly surprised on how great the speakers sound.

Wifi 7 works great, super fast connection and definitely delivers on minimal lag in games, just like playing while plugged into Ethernet.

The keyboard is just wow, you can set the color of your choice as the backlight.  The keys feel great and placement of the keys is perfect. I love having a number pad.

Playing games on the ROG Strix G18 is just wow, the NVIDIA GeForce RTX 5080 with the Intel Core Ultra 9 HX processor, this combo has so much power for present and future games.   Playing games on this without any lag is just mind blowing.  The response of the entire laptop and hearing the fans kick up when the 16 gigabytes of GPU ram of GDDR7 is used and you see and feel it while playing games, nice and smoothly as it should be.  Asus just got everything perfect in syncing everything perfectly.  You can max out all visualls in games and this Asus laptop just handles all aspects perfectly.  I saw absolutely no studder, jitter or game lag.

I was blown away at what games look like when you have all the power you need to get you to a point and beyond of stunning visuals and extremely smooth gameplay, that is extremely greatfull, so you have that advantage over others!

You will not be disappointed! 
I am just blown away by this laptop!",Yes
